unique_id,type,reply_with,show_buttons,ENGLISH,Hindi,Malayalam,Oriya,Gujarati,Marathi,Bengali,Kannada,Tamil
s47,from_user,s48,"s59,s33,s35,s37,s39,s41,s43,s45,s47,s49,s51,s53,s65",Can I take doses of two different vaccines? Is vaccine mixing safe?,क्या मैं दो अलग-अलग टीकों की डोज़ ले सकता हूं? क्या वैक्सीन मिक्सिंग सुरक्षित है?,എനിക്ക് രണ്ട് വ്യത്യസ്ത വാക്സിനുകളുടെ ഡോസുകൾ എടുക്കാമോ? വാക്സിൻ മിക്സിംഗ് സുരക്ഷിതമാണോ?,ମୁଁ ଦୁଇଟି ଭିନ୍ନ ଟିକା ର ମାତ୍ରା ନେଇପାରିବି କି ?  ଟିକା ମିଶ୍ରଣ ସୁରକ୍ଷିତ କି ?,શું હું બે અલગ અલગ રસીના ડોઝ લઈ શકું છું? શું રસી મિશ્રણ સલામત છે?,मी दोन वेगवेगळ्या लसींचा डोस घेऊ शकतो का? लस सुरक्षित आहे का?,আমি কি দুটি ভিন্ন ভ্যাকসিনের ডোজ নিতে পারি? টিকার মিশ্রন নিরাপদ?,ನಾನು ಎರಡು ವಿಭಿನ್ನ ಲಸಿಕೆಗಳನ್ನು ತೆಗೆದುಕೊಳ್ಳಬಹುದೇ? ಲಸಿಕೆ ಮಿಶ್ರಣ ಸುರಕ್ಷಿತವಾಗಿದೆಯೇ?,நான் இரண்டு வெவ்வேறு தடுப்பூசிகளின் அளவுகளை எடுத்துக்கொள்ளலாமா? தடுப்பூசி கலந்த கலவை?
s48,from_bot,,,"There have been a few trials of mixing vaccines. The studies have largely focused on taking a second dose of mRNA vaccine like Pfizer or Moderna after taking an initial dose of other vaccines, largely Oxford Astra-Zeneca. It is generally safe to take two doses of different vaccines, like for example first dose of Oxford Astra-Zeneca and second dose of Moderna. However, any such mixing of the vaccine should be done after taking the input of a medical professional.","वैक्सीन मिश्रण के साथ कुछ प्रयोग हुए हैं। अध्ययन मुख्य रूप से ऑक्सफोर्ड एस्ट्रा-जेनेका (कोविशील्ड) वैक्सीन की प्रारंभिक खुराक के बाद फाइजर या मॉडर्ना जैसे एमआरएनए वैक्सीन की दूसरी खुराक लेने की सुरक्षा पर केंद्रित है। इस शोध के अनुसार अलग-अलग टीकों की दो खुराक लेना सुरक्षित है, उदाहरण के लिए ऑक्सफोर्ड एस्ट्रा-जेनेका की पहली खुराक और मॉडर्ना की दूसरी खुराक। हालांकि, ऐसा कोई भी टीका डॉक्टर से सलाह लेने के बाद ही लगाया जाना चाहिए।","വാക്സിനുകൾ കലർത്തുന്നതിനുള്ള ചില പരീക്ഷണങ്ങൾ നടന്നിട്ടുണ്ട്. മറ്റ് വാക്സിനുകളുടെ പ്രാരംഭ ഡോസ് കഴിച്ചതിന് ശേഷം ഫൈസർ അല്ലെങ്കിൽ മോഡേണ പോലുള്ള എം‌ആർ‌എൻ‌എ വാക്സിൻ രണ്ടാം ഡോസ് എടുക്കുന്നതിലാണ് പഠനങ്ങൾ ശ്രദ്ധ കേന്ദ്രീകരിച്ചിരിക്കുന്നത്, പ്രധാനമായും ഓക്സ്ഫോർഡ് അസ്ട്ര-സെനെക. രണ്ട് ഡോസ് വ്യത്യസ്ത വാക്സിനുകൾ കഴിക്കുന്നത് പൊതുവെ സുരക്ഷിതമാണ്, ഉദാഹരണത്തിന് ഓക്സ്ഫോർഡ് അസ്ട്ര-സെനെക്കയുടെ ആദ്യ ഡോസും മോഡേണയുടെ രണ്ടാമത്തെ ഡോസും. എന്നിരുന്നാലും, വാക്സിൻ മിക്സിങ് ഒരു മെഡിക്കൽ പ്രൊഫഷണലിന്റെ അഭിപ്രായം എടുത്ത ശേഷം ചെയ്യുക.","ଟିକା ମିଶ୍ରଣର କିଛି ପରୀକ୍ଷଣ ହୋଇଛି । ଅଧ୍ୟୟନଗୁଡ଼ିକ ମୁଖ୍ୟତ ଅକ୍ସଫୋର୍ଡ ଆଷ୍ଟ୍ରା-ଜେନେକା ଟିକାର ପ୍ରଥମ ମାତ୍ରା ଗ୍ରହଣ କରିବା ପରେ ଫାଇଜର କିମ୍ବା ମୋଡର୍ନା ପରି mRNA ଟିକାର ଦ୍ଵିତୀୟ ମାତ୍ରା ନେବା ଉପରେ ଧ୍ୟାନ ଦିଆଯାଇଛି । ବିଭିନ୍ନ ଟୀକାକରଣର ଦୁଇଟି ମାତ୍ରା ନେବା ସାଧାରଣତ ନିରାପଦ ଅଟେ, ଉଦାହରଣ ସ୍ୱରୂପ ଅକ୍ସଫୋର୍ଡ ଆଷ୍ଟ୍ରା-ଜେନେକାର ପ୍ରଥମ ମାତ୍ରା ଏବଂ ମୋଡର୍ନାର ଦ୍ୱିତୀୟ ମାତ୍ରା । ତଥାପି, ଟୀକାକରଣର ଏପରି ମିଶ୍ରଣ ଯେକୋୖଣସି ଡାକ୍ତରଙ୍କ ପରାମର୍ଶ ନେବା ପରେ କରାଯିବା ଉଚିତ୍ ।","રસી મિશ્રણ ના કેટલાક પ્રયોગ કરવામાં આવ્યા છે. અધ્યયન મુખ્યત્વે ઓક્સફોર્ડ એસ્ટ્રા-ઝેનેકા (કોવીશીલ્ડ) રસીના પ્રારંભિક ડોઝ પછી ફાઇઝર અથવા મોડર્ના જેવા mRNA રસીનો બીજો ડોઝ લેવાની સલામતી પર કેન્દ્રિત છે. આ સંશોધનો પ્રમાણે અલગ અલગ રસીના બે ડોઝ લેવું સલામત છે, ઉદાહરણ તરીકે ઓક્સફોર્ડ એસ્ટ્રા-ઝેનેકાનો પ્રથમ ડોઝ અને મોડર્નાનો બીજો ડોઝ. જો કે, આ પ્રકારની કોઈપણ રસીનું મિશ્રણ ડોક્ટર ની સલાહ લીધા પછી જ કરવું જોઈએ.","लस मिसळण्याचे काही ट्रायल्स आहेत. मुख्यतः ऑक्सफोर्ड अॅस्ट्र्रा-झेनेका यांच्या प्रारंभिक डोस घेण्याआधी पफायझर किंवा आधुनिक मुफिट्ससारख्या एमआरएनए लसचे दुसरे डोस घेण्यावर अभ्यास मोठ्या प्रमाणात लक्ष केंद्रित करतो. बर्याचदा वेगवेगळ्या लसांच्या दोन डोस घेणे सुरक्षित आहे, उदाहरणार्थ ऑक्सफर्ड अॅस्ट्रा-झेंका आणि आधुनिकतेचे दुसरे डोस. तथापि, वैद्यकीय व्यावसायिकांच्या इनपुट घेतल्यानंतर लस चे मिश्रण केले पाहिजे.","মিশ্রণ টিকার কয়েকটি ট্রায়াল হয়েছে। মূলত অক্সফোর্ড অস্ট্রে-জেনেকার একটি প্রাথমিক ডোজ এবং পরে Pfizer বা Modernaর মত MRNA ভ্যাকসিনের দ্বিতীয় ডোজ গ্রহণের উপর গবেষণা হয়েছে। মূলত দুটি ভিন্ন প্রকারের ভ্যাকসিন নেওয়া নিরাপদ, যেমন অক্সফোর্ড এস্ট্রা-জেনেকা এবং Modernaর দ্বিতীয় ডোজ উদাহরণস্বরূপ। তবে, একজন মেডিকেল পেশাদারের  তত্ত্বাবধানে মিশ্রিত ভ্যাকসিন গ্রহণ করা উচিত।","ಲಸಿಕೆಗಳನ್ನು ಬೆರೆಸುವ ಕೆಲವು ಪ್ರಯೋಗಗಳು ನಡೆದಿವೆ. ಇತರ ಲಸಿಕೆಗಳ ಮೊದಲ ಪ್ರಮಾಣ, ಹೆಚ್ಚಾಗಿ ಆಕ್ಸ್‌ಫರ್ಡ್ ಅಸ್ಟ್ರಾ-ಜೆನೆಕಾ ತೆಗೆದುಕೊಂಡ ನಂತರ ಫಿಜರ್ ಅಥವಾ ಮೊಡೆರ್ನಾ ನಂತಹ ಎಂಆರ್ಎನ್ಎ ಲಸಿಕೆಯ ಎರಡನೇ ಪ್ರಮಾಣವನ್ನು ತೆಗೆದುಕೊಳ್ಳುವ ಬಗ್ಗೆ ಅಧ್ಯಯನಗಳು ಹೆಚ್ಚಾಗಿ ಗಮನಹರಿಸಿವೆ. ಎರಡು ಪ್ರಮಾಣದ ವಿಭಿನ್ನ ಲಸಿಕೆಗಳನ್ನು ತೆಗೆದುಕೊಳ್ಳುವುದು ಸಾಮಾನ್ಯವಾಗಿ ಸುರಕ್ಷಿತವಾಗಿದೆ, ಉದಾಹರಣೆಗೆ ಮೊದಲ ಡೋಸ್ ಆಕ್ಸ್‌ಫರ್ಡ್ ಅಸ್ಟ್ರಾ-ಜೆನೆಕಾದ  ಮತ್ತು ಎರಡನೇ ಡೋಸ್ ಮಾಡರ್ನಾ. ಆದರೆ, ಲಸಿಕೆಯ ಅಂತಹ ಯಾವುದೇ ಮಿಶ್ರಣವನ್ನು ವೈದ್ಯಕೀಯ ವೃತ್ತಿಪರರ ಸಲಹೆ ತೆಗೆದುಕೊಂಡ ನಂತರ ಮಾಡಬೇಕು.","கலப்பு தடுப்பூசிகளின் சில சோதனைகள் இருந்தன. மற்ற தடுப்பூசி, பெரும்பாலும் ஆக்ஸ்போர்டு அஸ்ட்ரா-ஜென்னேகா, மற்ற தடுப்பூசிகளின் ஆரம்ப அளவை எடுத்து பின்னர் Pfizer அல்லது Moderna போன்ற Mrna தடுப்பூசி இரண்டாவது டோஸ் இரண்டாவது டோஸ் இரண்டாவது டோஸ் எடுத்து கவனம் செலுத்துகிறது. இது பல்வேறு தடுப்பூசிகளின் இரண்டு அளவுகளை எடுத்துக்கொள்வது பொதுவாக பாதுகாப்பானது, உதாரணமாக ஆக்ஸ்போர்டு அஸ்ட்ரா-ஜென்னிகா மற்றும் மோடாவின் இரண்டாவது டோஸ் ஆகியவற்றைப் போன்றது. இருப்பினும், ஒரு மருத்துவ தொழில்முறை உள்ளீடு உள்ளீடு எடுத்து பின்னர் தடுப்பூசி எந்த கலவை செய்ய வேண்டும்."
s49,from_user,s50,"s59,s33,s35,s37,s39,s41,s43,s45,s47,s49,s51,s53,s65",Can I get revaccinated with a completely different vaccine?,क्या मैं पूरी तरह से अलग ठीके से फिर से टीकाकरण करवा सकता है?,തികച്ചും വ്യത്യസ്തമായ വാക്സിൻ ഉപയോഗിച്ച് എനിക്ക് വീണ്ടും വാക്‌സിനേഷൻ ചെയ്യാൻ കഴിയുമോ?,ମୁଁ ସମ୍ପୂର୍ଣ୍ଣ ଭିନ୍ନ ଟିକା ସହିତ ପୁନର୍ବାର ଟୀକାକରଣ କରିପାରିବି କି ?,શું હું સંપૂર્ણપણે અલગ રસી દ્વારા ફરીથી રસીકરણ કરાવી શકું છું?,मी पूर्णपणे वेगळ्या लस सह पुनर्प्राप्त करू शकता?,আমি কি দ্বিতীয়বার একটি সম্পূর্ণ ভিন্ন ভ্যাকসিন নিয়ে re vaccinated পেতে পারি?,ನಾನು ಸಂಪೂರ್ಣವಾಗಿ ಬೇರೆ ಲಸಿಕೆಯನ್ನು ಪಡೆಯಬಹುದೇ?,முற்றிலும் வித்தியாசமான தடுப்பூசி மூலம் refaccinated பெற முடியுமா?
s50,from_bot,,,"As per current studies, people who have previously received a vector based vaccine (like Covishield) or an inactivated vaccine (like Covaxin) can get revaccinated with an mRNA vaccine (like Pfizer or Moderna). Getting vaccinated again with another vector based vaccine has not been investigated.","वर्तमान शोध से पता चलता है कि जिन लोगों को पहले एक वेक्टर-आधारित टीका (जैसे कोविशील्ड) या एक निष्क्रिय वायरस टीका (जैसे कोवासिन) प्राप्त हुआ है, उन्हें अतिरिक्त रूप से एमआरएनए वैक्सीन (फाइजर या मॉडेर्ना) के साथ टीका लगाया जा सकता है। वर्तमान में किसी अन्य वेक्टर आधारित टीके के साथ पुन: टीकाकरण पर कोई शोध नहीं हुआ है।","നിലവിലെ പഠനമനുസരിച്ച്, മുമ്പ് വെക്റ്റർ അധിഷ്ഠിത വാക്സിൻ (കോവിഷീൽഡ് പോലുള്ളവ) അല്ലെങ്കിൽ നിർജ്ജീവമാക്കിയ വാക്സിൻ (കോവാക്സിൻ പോലുള്ളവ) ലഭിച്ച ആളുകൾക്ക് ഒരു എം‌ആർ‌എൻ‌എ വാക്സിൻ (ഫൈസർ അല്ലെങ്കിൽ മോഡേണ പോലുള്ളവ) ഉപയോഗിച്ച് വീണ്ടും വാക്സിനേറ്റ്  ചെയ്യാം. വെക്റ്റർ അടിസ്ഥാനമാക്കിയുള്ള മറ്റൊരു വാക്സിൻ ഉപയോഗിച്ച് വീണ്ടും വാക്സിനേഷൻ ലഭിക്കുന്നത് അന്വേഷിച്ചിട്ടില്ല.","ସାମ୍ପ୍ରତିକ ଅଧ୍ୟୟନ ଅନୁଯାୟୀ, ଯେଉଁମାନେ ପୂର୍ବରୁ ଏକ ଭେକ୍ଟର ଆଧାରିତ ଟିକା (କୋଭିଶିଲ୍ଡ ପରି) କିମ୍ବା ଏକ ନିଷ୍କ୍ରିୟ ଟିକା (କୋଭାକ୍ସିନ୍ ପରି) ପାଇଛନ୍ତି, ସେମାନେ mRNA ଟିକା (Pfizer କିମ୍ବା Moderna ପରି) ସହିତ ପୁନଃ ଟୀକାକରଣ କରିପାରିବେ । ଅନ୍ୟ ଏକ ଭେକ୍ଟର ଭିତ୍ତିକ ଟିକା ସହିତ ପୁନର୍ବାର ଟିକାକରଣର ଅନୁସନ୍ଧାନ କରାଯାଇ ନାହିଁ ।","વર્તમાન શંસોધનો પ્રમાણે જે લોકો અગાઉ થી વેક્ટર બેસ્ડ વેક્સીન (કોવિશિલ્ડ જેવા) અથવા ઇનએક્ટિવેટેડ વાઇરસ વેક્સીન (કોવાક્સિન જેવા) પ્રાપ્ત કરી ચૂક્યા છે, તેઓને એમઆરએનએ (ફાઇઝર અથવા મોડર્નના જેવી) રસી સાથે વધારાનું રસીકરણ કરાવી શકાય છે. હાલ માં બીજી વેક્ટર આધારિત રસી સાથે ફરીથી રસી લેવાનું શંસોધન નથી થયું.","सध्याच्या अभ्यासानुसार, पूर्वीचे लोक व्हेक्टर आधारित लसी (जसे की कॉवानिइल्ड) किंवा निष्क्रिय लस (जसे की कॉव्पेक्सिन) प्राप्त झाले आहे. दुसर्या वेक्टर आधारित लसीसह पुन्हा लसीकरण करणे तपासले गेले नाही.","বর্তমান গবেষণার ভিত্তিতে, যারা পূর্বে একটি ভেক্টর ভিত্তিক ভ্যাকসিন (যেমন কোভিশিল্ড) বা একটি নিষ্ক্রিয় ভ্যাকসিন (যেমন কোভ্যাক্সিনের) পেয়েছেন তারা পরবর্তীকালে একটি এমআরএনএ ভ্যাকসিন (যেমন PFizer বা Moderna) নিয়ে re vaccinated হতে পারেন । দ্বিতীয়বারও ভিন্ন কোম্পানির একটি ভেক্টর ভিত্তিক টিকা নেওয়ার ব্যাপারে গবেষণা হয়নি।","ಪ್ರಸ್ತುತ ಅಧ್ಯಯನದ ಪ್ರಕಾರ, ಈ ಹಿಂದೆ ವೆಕ್ಟರ್ ಆಧಾರಿತ ಲಸಿಕೆ ( ಉದಾಹರಣೆಗೆ ಕೋವಿಶೀಲ್ಡ್ ) ಅಥವಾ ನಿಷ್ಕ್ರಿಯಗೊಳಿಸಿದ ಲಸಿಕೆ (ಉದಾಹರಣೆಗೆ ಕೊವಾಕ್ಸಿನ್) ಪಡೆದ ಜನರು ಎಂಆರ್ಏನ್ಏ ಲಸಿಕೆಯೊಂದಿಗೆ (ಫಿಜರ್ ಅಥವಾ ಮಾಡರ್ನಾದಂತಹ) ಮರು ಲಸಿಕೆ ಪಡೆಯಬಹುದು. ಬೇರೆ ಯಾವುದೇ ವೆಕ್ಟರ್ ಆಧಾರಿತ ಲಸಿಕೆ ಪಡೆಯುವುದನ್ನು ತನಿಖೆ ಮಾಡಲಾಗಿಲ್ಲ.","நடப்பு ஆய்வுகள் படி, முன்னர் ஒரு வெக்டார் அடிப்படையிலான தடுப்பூசி (CoviShield போன்ற) அல்லது ஒரு செயலிழந்த தடுப்பூசி (கோவாக்சின் போன்றவை) ஒரு செயலற்ற தடுப்பூசி (Pfizer அல்லது Moderna போன்றவை) சீரற்ற பெற முடியும். மற்றொரு திசையன் அடிப்படையிலான தடுப்பூசி கொண்டு மீண்டும் தடுப்பூசி பெறுவது விசாரணை செய்யப்படவில்லை."
s51,from_user,s16,"s17,s56,s15,s52,s53,s65",Go back,वापस जाओ,തിരികെ പോകുക,ଫେରି ଯାଆନ୍ତୁ,પાછા જાવ,परत जा,ফিরে যান ,ಹಿಂದೆ ಹೋಗಿ,மீண்டும் செல்லுங்கள்
s52,from_user,s2,"s3,s4,s65",Start again,फिर से शुरू करें,വീണ്ടും ആരംഭിക്കുക,ପୁନର୍ବାର ଆରମ୍ଭ କରନ୍ତୁ,ફરી શરૂ કરો,पुन्हा सुरू करा,আবার শুরু করুন ,ಮತ್ತೆ ಪ್ರಾರಂಭಿಸಿ,மீண்டும் தொடங்க
s53,from_user,s54,"s52,s65",End conversation,बातचीत समाप्त करें,സംഭാഷണം അവസാനിപ്പിക്കുക,ବର୍ତ୍ତାଳାପ ସମାପ୍ତ କରନ୍ତୁ,વાતચીત સમાપ્ત કરો,समाप्ती संभाषण,কথোপকথন শেষ,ಸಂಭಾಷಣೆಯನ್ನು ಕೊನೆಗೊಳಿಸಿ,முடிவு உரையாடல்
s54,from_bot,,,"Thanks for using @covid19_vax_bot. Hope this bot helped you. This bot is an initiative of covid19india.org. 

To book a vaccination appointment or download your vaccination certificate, visit https://www.cowin.gov.in/. 
Visit https://www.covid19india.org to know the latest data on COVID-19 in India. 

Remember to stay safe, wear a mask and most importantly, get vaccinated! 

Fill this form to give your feedback regarding the bot https://forms.gle/nBdbr58xt8Ba2ajY7","@Covid19_vax_bot का उपयोग करने के लिए धन्यवाद। आशा है कि इस बॉट ने आपकी मदद की। यह बोट covid19india.org की पहल है। टीकाकरण अपॉइंटमेंट बुक करने या अपना टीकाकरण प्रमाणपत्र डाउनलोड करने के लिए https://www.cowin.gov.in/ पर जाएं। भारत में कोविड-19 के नवीनतम आंकड़े जानने के लिए https://www.covid19india.org पर जाएं। सुरक्षित रहना याद रखें, मास्क पहनें और सबसे महत्वपूर्ण बात यह है कि टीका लगवाएं! बॉट के संबंध में अपनी प्रतिपुष्टि देने के लिए इस फॉर्म को भरें https://forms.gle/nBdbr58xt8Ba2ajY7","@covid19_vax_bot ഉപയോഗിച്ചതിന് നന്ദി. ഈ ബോട്ട് നിങ്ങളെ സഹായിച്ചുവെന്ന് കരുതുന്നു. Covid19india.org ന്റെ ഒരു സംരംഭമാണ് ഈ ബോട്ട്. 

വാക്സിനേഷൻ അപ്പോയിന്റ്മെന്റ് ബുക്ക് ചെയ്യുന്നതിനോ നിങ്ങളുടെ വാക്സിനേഷൻ സർട്ടിഫിക്കറ്റ് ഡൗൺലോഡ് ചെയ്യുന്നതിനോ https://www.cowin.gov.in/ സന്ദർശിക്കുക. 

ഇന്ത്യയിലെ COVID-19 നെക്കുറിച്ചുള്ള ഏറ്റവും പുതിയ ഡാറ്റ അറിയാൻ https://www.covid19india.org സന്ദർശിക്കുക. 

സുരക്ഷിതമായി തുടരാൻ ഓർമ്മിക്കുക, മാസ്ക് ധരിക്കുക, ഏറ്റവും പ്രധാനമായി, വാക്സിനേഷൻ നേടുക!

ബോട്ടിനെക്കുറിച്ചുള്ള നിങ്ങളുടെ ഫീഡ്ബാക്ക് നൽകാൻ ഈ ഫോം പൂരിപ്പിക്കുക
https://forms.gle/nBdbr58xt8Ba2ajY7","@Covid19_vax_bot ବ୍ୟବହାର କରିଥିବାରୁ ଧନ୍ୟବାଦ । ଆଶାକରେ ଏହି ବଟ୍ ଆପଣଙ୍କୁ ସାହାଯ୍ୟ କଲା । ଏହି ବଟ୍ ହେଉଛି covid19india.org ର ଏକ ପଦକ୍ଷେପ । ଟୀକାକରଣ ନିଯୁକ୍ତି ପାଇଁ କିମ୍ବା ଆପଣଙ୍କର ଟୀକାକରଣ ପ୍ରମାଣପତ୍ର ଡାଉନଲୋଡ୍ କରିବା ପାଇଁ https://www.cowin.gov.in/ ପରିଦର୍ଶନ କରନ୍ତୁ । ଭାରତରେ କୋଭିଡ୍-୧୯ ବିଷୟରେ ସର୍ବଶେଷ ତଥ୍ୟ ଜାଣିବା ପାଇଁ https://www.covid19india.org ପରିଦର୍ଶନ କରନ୍ତୁ । ସୁରକ୍ଷିତ ରହିବା ପାଇଁ ମନେରଖନ୍ତୁ ଏକ ମାସ୍କ ପିନ୍ଧନ୍ତୁ ଏବଂ ସବୁଠାରୁ ଗୁରୁତ୍ୱପୂର୍ଣ୍ଣ କଥା ହେଉଛି, ଟୀକାକରଣ କରନ୍ତୁ ! ଏହି ବଟ୍ ବିଷୟରେ ଆପଣଙ୍କର ମତାମତ ଦେବାକୁ ଏହି ଫର୍ମ ପୁରଣ କରନ୍ତୁ https://forms.gle/nBdbr58xt8Ba2ajY7","@ Covid19_vax_bot નો ઉપયોગ કરવા બદલ આભાર. આશા છે કે આ બોટ તમને મદદરૂપ રહ્યું. આ covid19india.org ની પહેલ છે. રસીકરણની અપોઈન્ટમેન્ટ બુક કરવા અથવા તમારું રસીકરણ પ્રમાણપત્ર ડાઉનલોડ કરવા માટે https://www.cowin.gov.in/ ની મુલાકાત લો. ભારતમાં કોવિડ -19 પર અદ્યતન આંકડા જાણવા માટે https://www.covid19india.org ની મુલાકાત લો. સલામત રહેવાનું યાદ રાખો, માસ્ક પહેરો અને સૌથી અગત્યનું, રસી લો! બોટ સંબંધિત તમારા ફીડબેક આપવા આ ફોર્મ ભરવું https://forms.gle/nBdbr58xt8Ba2ajY7","@ Covid19_VAX_BOT वापरल्याबद्दल धन्यवाद. आशा आहे की या बॉटने आपल्याला मदत केली. हे बॉट Covid19india.org ची पुढाकार आहे. लसीकरण नियुक्ती बुक करण्यासाठी किंवा आपली लसीकरण प्रमाणपत्र डाउनलोड करण्यासाठी, https://www.cowin.gov.in/ ला भेट द्या. भारतातील कॉव्हिड -1 9 वर नवीनतम डेटा जाणून घेण्यासाठी https://www.covid19india.org ला भेट द्या. सुरक्षित राहण्याची आठवण ठेवा, मास्क आणि सर्वात महत्त्वाचे म्हणजे, लसीकरण मिळवा! बीट https://forms.gle / nnbdbr58xt8ba2ajy7 बद्दल आपला अभिप्राय देण्यासाठी हा फॉर्म भरा","@ Covid19_vax_bot ব্যবহার করার জন্য ধন্যবাদ। আশা করি এই বটটি আপনাকে সাহায্য করেছে । এই বট Covid19india.orgএর একটি উদ্যোগ।

টিকা সংক্রান্ত এপয়েন্টমেন্ট বা আপনার টিকা শংসাপত্র ডাউনলোড করতে, https://www.cowin.gov.in/ দেখুন।
Covid-19 এর সর্বশেষ তথ্য জানতে https://www.covid19india.org এ যান।

নিরাপদ থাকার কথা মাথায় রাখুন, মাস্ক পরিধান করুন এবং সবচেয়ে গুরুত্বপূর্ণ, টিকা নিন |
বট সংক্রান্ত প্রতিক্রিয়া দেওয়ার জন্য এই ফর্মটি পূরণ করুন : https://forms.ple/nbdbr58xt8ba2ajy7","@ Covid19_vax_bot ಅನ್ನು ಬಳಸಿದ್ದಕ್ಕಾಗಿ ಧನ್ಯವಾದಗಳು. ಈ ಬೊಟ್ ನಿಮಗೆ ಸಹಾಯ ಮಾಡಿದೆ ಎಂದು ಭಾವಿಸುತ್ತೇವೆ. ಈ ಬೊಟ್ covid19india.org ನ ಉಪಕ್ರಮವಾಗಿದೆ.

ವ್ಯಾಕ್ಸಿನೇಷನ್ ನೇಮಕಾತಿಯನ್ನು ಕಾಯ್ದಿರಿಸಲು ಅಥವಾ ನಿಮ್ಮ ವ್ಯಾಕ್ಸಿನೇಷನ್ ಪ್ರಮಾಣಪತ್ರವನ್ನು ಡೌನ್ಲೋಡ್ ಮಾಡಲು, https://www.cowin.gov.in/ ಗೆ ಭೇಟಿ ನೀಡಿ.
ಭಾರತದಲ್ಲಿ COVID-19 ನಲ್ಲಿನ ಇತ್ತೀಚಿನ ಡೇಟಾವನ್ನು ತಿಳಿಯಲು https://www.covid19india.org ಗೆ ಭೇಟಿ ನೀಡಿ.

ಸುರಕ್ಷಿತವಾಗಿರಲು ಮರೆಯದಿರಿ, ಮುಖವಾಡ ಧರಿಸಿ ಮತ್ತು ಮುಖ್ಯವಾಗಿ, ಲಸಿಕೆ ಪಡೆಯಿರಿ!

ಬೊಟ್ ಬಗ್ಗೆ ನಿಮ್ಮ ಪ್ರತಿಕ್ರಿಯೆಯನ್ನು ನೀಡಲು ಈ ಫಾರ್ಮ್ ಅನ್ನು ಭರ್ತಿ ಮಾಡಿ https://forms.gle/nBdbr58xt8Ba2ajY7 ","@ Covid19_vax_bot ஐப் பயன்படுத்துவதற்கு நன்றி. இந்த போட் உங்களுக்கு உதவியது என்று நம்புகிறேன். இந்த போட் covid19india.org ஒரு முன்முயற்சி ஆகும்.

தடுப்பூசி நியமனம் பதிவு அல்லது உங்கள் தடுப்பூசி சான்றிதழ் பதிவிறக்க, https://www.cowin.gov.in/.
இந்தியாவில் Covid-19 இல் சமீபத்திய தரவை அறிய https://www.covid18india.org ஐப் பார்வையிடவும்.

பாதுகாப்பாக இருக்க நினைவில், ஒரு மாஸ்க் அணிய மற்றும் மிக முக்கியமாக, தடுப்பூசி பெற!

BOT தொடர்பாக உங்கள் கருத்துக்களை வழங்க இந்த படிவத்தை நிரப்பவும்."
s58,from_user,s60,"s58,s27,s29,s31,s51,s53,s65",Are there any general precautions I should take after getting vaccinated?,टीकाकरण के बाद मुझे सामान्य तौर पर क्या सावधानियां बरतनी चाहिए?,പ്രതിരോധ കുത്തിവയ്പ്പ് നടത്തിയ ശേഷം ഞാൻ സ്വീകരിക്കേണ്ട പൊതുവായ മുൻകരുതലുകൾ ഉണ്ടോ?,ଟୀକାକରଣ ପରେ ମୋତେ କୋୖଣସି ସାଧାରଣ ସତର୍କତା ଅବଲମ୍ବନ କରିବା ପାଇଁ ପଡ଼ିବ କି ?,રસીકરણ પછી મારે સામાન્ય રીતે કઈ સાવચેતી રાખવી જોઈએ?,लसीकरणानंतर मला काही सामान्य सावधगिरी बाळगली पाहिजे का?,টিকা পাওয়ার পর কি কোন সাধারণ সতর্কতা অবলম্বন করা উচিত?,ಲಸಿಕೆಯನ್ನು ಪಡೆದ ನಂತರ ನಾನು ತೆಗೆದುಕೊಳ್ಳಬೇಕಾದ ಯಾವುದೇ ಸಾಮಾನ್ಯ ಮುನ್ನೆಚ್ಚರಿಕೆಗಳಿವೆಯೇ?,தடுப்பூசி பெறும் பிறகு நான் எடுக்கும் எந்த பொது முன்னெச்சரிக்கைகள் உள்ளன?
s59,from_user,s61,"s59,s33,s35,s37,s39,s41,s43,s45,s47,s49,s51,s53,s65",Should I get any blood tests before or after getting vaccinated?,क्या टीकाकरण के पहले या बाद में मुझे कोई ब्लड टेस्ट करवाने की आवश्यकता है?,വാക്സിനേഷൻ എടുക്കുന്നതിന് മുമ്പോ ശേഷമോ എനിക്ക് എന്തെങ്കിലും രക്തപരിശോധന നടത്തണോ?,ଟୀକାକରଣ ପୂର୍ବରୁ କିମ୍ବା ପରେ ମୁଁ କୌଣସି ରକ୍ତ ପରୀକ୍ଷା କରିବା ଉଚିତ କି ?,શું મારે રસીકરણ પહેલાં અથવા પછી કોઈ બ્લડ ટેસ્ટ કરાવવાની જરૂરત છે?,मला लसीकरण करण्यापूर्वी किंवा नंतर कोणतेही रक्त परीक्षण केले पाहिजे का?,আমার কি টিকা পাওয়ার আগে বা পরে কোন রক্ত ​​পরীক্ষা করানো উচিত ?,ಲಸಿಕೆಯನ್ನು ಪಡೆಯುವ ಮೊದಲು ಅಥವಾ ನಂತರ ಯಾವುದೇ ರಕ್ತ ಪರೀಕ್ಷೆಗಳನ್ನು ನಾನು ಪಡೆಯಬೇಕೇ?,தடுப்பூசி பெறுவதற்கு முன் அல்லது அதற்கு பிறகு நான் எந்த இரத்த சோதனைகளையும் பெற வேண்டுமா?
